PostId,PostCreationDate,OwnerUserId,OwnerCreationDate,ReputationAtPostCreation,OwnerUndeletedAnswerCountAtPostTime,Title,BodyMarkdown,Tag1,Tag2,Tag3,Tag4,Tag5,PostClosedDate,OpenStatus,OpenStatusInt,BodyLength,TitleLength,TitleConcatWithBody,NumberOfTags
8338505,12/01/2011 08:40:06,1009416,10/23/2011 10:30:56,1,0,Forward connection from Apache on 80 to Tomcat 6 on 8080 with mod_proxy,"I've a domain www.example.com, now I'm trying to forward the browser connection to http://myserveripaddress:8080/MyAppName, in order to let the user surf MyApp when they type www.example.com on their browser...

To do this I wrote this tag within httpd.conf file of Apache (2.2.20):

    <VirtualHost *:80>
        ServerName www.example.com
        ProxyRequest Off
    <Proxy *>
	Order deny,allow
	Allow from all
    </Proxy>
	ProxyPass / http://myserveripaddress:8080/MyAppName/
	ProxyPassReverse / http://myserveripaddress:8080/MyAppName/    
    <Location />
	Order allow,deny
	Allow from all
    </Location>
    </VirtualHost>


Then I've used the following tag into server.xml file of tomcat:

    <Connector port=""8080"" protocol=""HTTP/1.1"" 
          connectionTimeout=""20000"" 
          proxyName= www.example.com""
          proxyPort=""80"" 
          />
     ...
     <Engine name=""Catalina"" defaultHost= ""myserveripaddress"">
     ...
     <Host name= ""www.example.com""   appBase= ""webapps/MyAppName"">
      		<Context path="""" docBase="""" debug=""1"" />



The problem is that when I type www.example.com on browser I've this answer
You don't have permission to access / on this server.
Apache/2.2.20 (Unix) mod_ssl/2.2.20 OpenSSL/0.9.8r DAV/2 Server at www.example.com Port 80

If I try to connect to www.example.com/MyAppName, it works....

So finally, how can i connect to MyApp just typing www.example.com into web browser??
",apache,tomcat,httpd,httpd.conf,mod-proxy,12/03/2011 09:04:45,off topic,1,243,13,"Forward connection from Apache on 80 to Tomcat 6 on 8080 with mod_proxy I've a domain www.example.com, now I'm trying to forward the browser connection to http://myserveripaddress:8080/MyAppName, in order to let the user surf MyApp when they type www.example.com on their browser...

To do this I wrote this tag within httpd.conf file of Apache (2.2.20):

    <VirtualHost *:80>
        ServerName www.example.com
        ProxyRequest Off
    <Proxy *>
	Order deny,allow
	Allow from all
    </Proxy>
	ProxyPass / http://myserveripaddress:8080/MyAppName/
	ProxyPassReverse / http://myserveripaddress:8080/MyAppName/    
    <Location />
	Order allow,deny
	Allow from all
    </Location>
    </VirtualHost>


Then I've used the following tag into server.xml file of tomcat:

    <Connector port=""8080"" protocol=""HTTP/1.1"" 
          connectionTimeout=""20000"" 
          proxyName= www.example.com""
          proxyPort=""80"" 
          />
     ...
     <Engine name=""Catalina"" defaultHost= ""myserveripaddress"">
     ...
     <Host name= ""www.example.com""   appBase= ""webapps/MyAppName"">
      		<Context path="""" docBase="""" debug=""1"" />



The problem is that when I type www.example.com on browser I've this answer
You don't have permission to access / on this server.
Apache/2.2.20 (Unix) mod_ssl/2.2.20 OpenSSL/0.9.8r DAV/2 Server at www.example.com Port 80

If I try to connect to www.example.com/MyAppName, it works....

So finally, how can i connect to MyApp just typing www.example.com into web browser??
",5
10272712,04/22/2012 22:33:19,613703,02/11/2011 22:10:23,317,1,htaccess - add trailing slash to DOCUMENT_ROOT,"I'm transferring a site to another server to do some playing around / testing / experimenting.  The original server has a trailing slash in the DOCUMENT_ROOT directive (i.e. home/user-name/public_html/).

This new server does not, but I don't have access to the apache config to change it.  Rather than go through and change allll the URL references in the site, i was wondering what the htaccess code might be like to make the Document Root have a trailing slash?  Would I just put this in the public_html?",apache,.htaccess,,,,04/25/2012 12:05:57,off topic,1,88,7,"htaccess - add trailing slash to DOCUMENT_ROOT I'm transferring a site to another server to do some playing around / testing / experimenting.  The original server has a trailing slash in the DOCUMENT_ROOT directive (i.e. home/user-name/public_html/).

This new server does not, but I don't have access to the apache config to change it.  Rather than go through and change allll the URL references in the site, i was wondering what the htaccess code might be like to make the Document Root have a trailing slash?  Would I just put this in the public_html?",2
9226055,02/10/2012 10:09:57,1034105,11/07/2011 16:23:04,56,1,"Changing the hostname to the url, configuration in apache","i have in ubuntu an apache server with a web in /var/www/myweb. I have a domain in internet (f.e: http://www.calamaricodomain.com) in the provider i have redirect to my static ip. All is correct, i put www.calamaricodomain.com in webrowser and my page shows, but the URL of the browser change to my static IP, and i do not want that, i think that can be configured in Apache, anyone knows where can change it?
Thx.",apache,httpd.conf,,,,,open,0,73,9,"Changing the hostname to the url, configuration in apache i have in ubuntu an apache server with a web in /var/www/myweb. I have a domain in internet (f.e: http://www.calamaricodomain.com) in the provider i have redirect to my static ip. All is correct, i put www.calamaricodomain.com in webrowser and my page shows, but the URL of the browser change to my static IP, and i do not want that, i think that can be configured in Apache, anyone knows where can change it?
Thx.",2
3797006,09/26/2010 07:50:01,257022,01/22/2010 19:15:38,1940,48,Help needed with mod_rewrite and htaccess for Drupal,"I want to enable .htaccess files on my server in order to use ""clean_url"" functionality in Drupal.

This is what I've done so far:

    sudo a2enmod rewrite
    sudo /etc/init.d/apache2 restart
    cd /etc/apache2/mods-enabled
    grep mod_rewrite *

In phpinfo() results I can see: `mod_rewrite`, so I guess the module is enabled.

I've added a htaccess file with the following content:

    <IfModule mod_rewrite.c>
      RewriteEngine on
    
      RewriteBase /path/to/website
    
      RewriteCond %{REQUEST_FILENAME} !-f
      RewriteCond %{REQUEST_FILENAME} !-d
      RewriteCond %{REQUEST_URI} !=/favicon.ico
      RewriteRule ^(.*)$ index.php?q=$1 [L,QSA]
    </IfModule>

But still it says me my server doesn't provide such functionality. What am I missing ?
",apache,drupal,.htaccess,mod-rewrite,drupal-6,,open,0,146,8,"Help needed with mod_rewrite and htaccess for Drupal I want to enable .htaccess files on my server in order to use ""clean_url"" functionality in Drupal.

This is what I've done so far:

    sudo a2enmod rewrite
    sudo /etc/init.d/apache2 restart
    cd /etc/apache2/mods-enabled
    grep mod_rewrite *

In phpinfo() results I can see: `mod_rewrite`, so I guess the module is enabled.

I've added a htaccess file with the following content:

    <IfModule mod_rewrite.c>
      RewriteEngine on
    
      RewriteBase /path/to/website
    
      RewriteCond %{REQUEST_FILENAME} !-f
      RewriteCond %{REQUEST_FILENAME} !-d
      RewriteCond %{REQUEST_URI} !=/favicon.ico
      RewriteRule ^(.*)$ index.php?q=$1 [L,QSA]
    </IfModule>

But still it says me my server doesn't provide such functionality. What am I missing ?
",5
7387552,09/12/2011 12:06:03,674173,03/24/2011 02:10:34,6,0,Accidentally deleted a2ensite,"I accidentally deleted /usr/sbin/a2ensite. Any way I can restore it? Tried sudo apt-get install a2ensite but I got the error message:

Reading package lists... Done
Building dependency tree 
Reading state information... Done
E: Couldn't find package a2ensite

Tried sudo apt-get install apache2 and sudo aptitude update but no luck there either. Any ideas? Using ubuntu.

Cheers,
agsb",apache,ubuntu,,,,09/12/2011 12:24:09,off topic,1,51,3,"Accidentally deleted a2ensite I accidentally deleted /usr/sbin/a2ensite. Any way I can restore it? Tried sudo apt-get install a2ensite but I got the error message:

Reading package lists... Done
Building dependency tree 
Reading state information... Done
E: Couldn't find package a2ensite

Tried sudo apt-get install apache2 and sudo aptitude update but no luck there either. Any ideas? Using ubuntu.

Cheers,
agsb",2
10367297,04/28/2012 20:32:07,1363372,04/28/2012 20:19:04,1,0,Apache Mod_Rewrite - Redirect everything except subdomain specific path,"I have a rather simple question about htaccess rewriting. What I am trying to do seems to be simple but I cannot get it to work.

I have a sub domain that has the same DOCUMENT ROOT as the parent domain. What I want is that request sent to a certain path in the sub domain to be succussfull but everything else must redirect to the parent.

static.mydomain.com/assets/images/logo.jpg - Should work

static.mydomain.com/ - Should redirect back to www.mydomain.com

static.mydomain.com/index.html - Should redirect back to www.mydomain.com/index.html

So if a request comes in to the subdomain for the assets directory it should work, everything else should redirect to the parent domain.

This is what I thought should work but it doesn't.

RewriteCond %{HTTP_HOST} ^static.mydomain.com$

RewriteCond %{REQUEST_URI} !assets.*

RewriteRule ^(.*)$ http://www.mydomain.com/$1 [R=301,L]

I figured this rule should redirect everything that comes in from static.mydomain.com except
request to the assets directory. But it doesnt do what i expect, everything gets redirected to the www.mydomain.com",apache,.htaccess,mod-rewrite,,,04/30/2012 16:14:27,off topic,1,149,9,"Apache Mod_Rewrite - Redirect everything except subdomain specific path I have a rather simple question about htaccess rewriting. What I am trying to do seems to be simple but I cannot get it to work.

I have a sub domain that has the same DOCUMENT ROOT as the parent domain. What I want is that request sent to a certain path in the sub domain to be succussfull but everything else must redirect to the parent.

static.mydomain.com/assets/images/logo.jpg - Should work

static.mydomain.com/ - Should redirect back to www.mydomain.com

static.mydomain.com/index.html - Should redirect back to www.mydomain.com/index.html

So if a request comes in to the subdomain for the assets directory it should work, everything else should redirect to the parent domain.

This is what I thought should work but it doesn't.

RewriteCond %{HTTP_HOST} ^static.mydomain.com$

RewriteCond %{REQUEST_URI} !assets.*

RewriteRule ^(.*)$ http://www.mydomain.com/$1 [R=301,L]

I figured this rule should redirect everything that comes in from static.mydomain.com except
request to the assets directory. But it doesnt do what i expect, everything gets redirected to the www.mydomain.com",3
8402689,12/06/2011 15:47:11,1009416,10/23/2011 10:30:56,6,0,Configure Apache SSL and then redirect to Tomcat with mod_jk,"I'm trying to configure my home server to accept SSL Connection on port 443.

I've www.mydomain.com domain, I've just linked Apache2 and Tomcat, using mod_jk, now I wish to accept also https request from the web.

This is my configuration:

httpd.conf

	<IfModule mod_jk.c>
	    JKWorkersFile /etc/apache2/workers.properties
	    JkShmFile /var/log/apache2/mod_jk.shm
	    JKLogFile /var/log/apache2/mod_jk.log
	    JkLogLevel debug
	    JkLogStampFormat ""[%a %b %d %H:%M:%S %Y] ""
	</IfModule>
	
	
	<VirtualHost *:80>
	    DocumentRoot ""/Library/ApacheTomcat/apache-tomcat-6.0.33/webapps/MyTomcatAppName""
	    ServerName www.mydomain.com
	    ErrorLog ""/private/var/log/apache2/www.mydomain.com-error_log""
	    CustomLog ""/private/var/log/apache2/www.mydomain.com-access_log"" common
	    JkMountCopy On
	    JkMount /* ajp13
	</VirtualHost>
	
	
	<VirtualHost *:80>
	    DocumentRoot ""/Library/ApacheTomcat/apache-tomcat-6.0.33/webapps/MyTomcatAppName""
	    ServerName mydomain.com
	    ErrorLog ""/private/var/log/apache2/mydomain.com-error_log""
	    CustomLog ""/private/var/log/apache2/mydomaino.com-access_log"" common
	    JkMountCopy On
	    JkMount /* ajp13
	</VirtualHost>

Then this is my Worker.properties file:

	worker.list=ajp13

	worker.ajp13.type=ajp13
	worker.ajp13.host=localhost
	worker.ajp13.port=8009

This is my server.xml:

        <Host name=""localhost""  appBase=""/Library/ApacheTomcat/apache-tomcat-6.0.33/webapps""
            unpackWARs=""true"" autoDeploy=""true""
            xmlValidation=""false"" xmlNamespaceAware=""false"">
          <Context path="""" docBase=""/Library/ApacheTomcat/apache-tomcat-6.0.33/webapps/MyTomcatAppName"" />


With this configuration I correctly surf MyTomcatAppName when I visit http:// www.mydomain.com or http:// domain.com...
My issue now is to visit the same website using an https connection, so https:// www.mydomain.com or https:// domain.com.
I also have a GoDaddy certificate installed on my Mac Mini Server (Lion osx), so if I type https://  www.mydomain.com (or https:// domain.com) the browser correctly inform me about the presence of a certificate for ""mydomain.com"", but it also says:
      

    Forbidden

    You don't have permission to access / on this server.
    Apache/2.2.20 (Unix) mod_ssl/2.2.20 OpenSSL/0.9.8r DAV/2 mod_jk/1.2.30 Server at mydomain.com Port 443


I'm sure this is because I missed something in Virtual Host tag.... So how can I fix it?",apache,tomcat,ssl,mod-jk,,,open,0,319,10,"Configure Apache SSL and then redirect to Tomcat with mod_jk I'm trying to configure my home server to accept SSL Connection on port 443.

I've www.mydomain.com domain, I've just linked Apache2 and Tomcat, using mod_jk, now I wish to accept also https request from the web.

This is my configuration:

httpd.conf

	<IfModule mod_jk.c>
	    JKWorkersFile /etc/apache2/workers.properties
	    JkShmFile /var/log/apache2/mod_jk.shm
	    JKLogFile /var/log/apache2/mod_jk.log
	    JkLogLevel debug
	    JkLogStampFormat ""[%a %b %d %H:%M:%S %Y] ""
	</IfModule>
	
	
	<VirtualHost *:80>
	    DocumentRoot ""/Library/ApacheTomcat/apache-tomcat-6.0.33/webapps/MyTomcatAppName""
	    ServerName www.mydomain.com
	    ErrorLog ""/private/var/log/apache2/www.mydomain.com-error_log""
	    CustomLog ""/private/var/log/apache2/www.mydomain.com-access_log"" common
	    JkMountCopy On
	    JkMount /* ajp13
	</VirtualHost>
	
	
	<VirtualHost *:80>
	    DocumentRoot ""/Library/ApacheTomcat/apache-tomcat-6.0.33/webapps/MyTomcatAppName""
	    ServerName mydomain.com
	    ErrorLog ""/private/var/log/apache2/mydomain.com-error_log""
	    CustomLog ""/private/var/log/apache2/mydomaino.com-access_log"" common
	    JkMountCopy On
	    JkMount /* ajp13
	</VirtualHost>

Then this is my Worker.properties file:

	worker.list=ajp13

	worker.ajp13.type=ajp13
	worker.ajp13.host=localhost
	worker.ajp13.port=8009

This is my server.xml:

        <Host name=""localhost""  appBase=""/Library/ApacheTomcat/apache-tomcat-6.0.33/webapps""
            unpackWARs=""true"" autoDeploy=""true""
            xmlValidation=""false"" xmlNamespaceAware=""false"">
          <Context path="""" docBase=""/Library/ApacheTomcat/apache-tomcat-6.0.33/webapps/MyTomcatAppName"" />


With this configuration I correctly surf MyTomcatAppName when I visit http:// www.mydomain.com or http:// domain.com...
My issue now is to visit the same website using an https connection, so https:// www.mydomain.com or https:// domain.com.
I also have a GoDaddy certificate installed on my Mac Mini Server (Lion osx), so if I type https://  www.mydomain.com (or https:// domain.com) the browser correctly inform me about the presence of a certificate for ""mydomain.com"", but it also says:
      

    Forbidden

    You don't have permission to access / on this server.
    Apache/2.2.20 (Unix) mod_ssl/2.2.20 OpenSSL/0.9.8r DAV/2 mod_jk/1.2.30 Server at mydomain.com Port 443


I'm sure this is because I missed something in Virtual Host tag.... So how can I fix it?",4
6991297,08/09/2011 04:16:47,849303,07/18/2011 03:17:01,8,0,Virtual host problem in Apache/hosts file,"There seems to be a problem with my hosts file that I'm not able to figure out.

I had it configured to read:

127.0.0.1  local.loc

127.0.0.1  site1.local.loc

127.0.0.1  site2.local.loc

127.0.0.1  blog.local.loc

I reconfigured my Apache installation and also even tried reinstalling it. But when I type local.loc, it doesn't load. 

However, when I type either of 127.0.0.1 or 'localhost', it works.",apache,virtualhost,hosts,,,08/09/2011 08:44:45,off topic,1,59,6,"Virtual host problem in Apache/hosts file There seems to be a problem with my hosts file that I'm not able to figure out.

I had it configured to read:

127.0.0.1  local.loc

127.0.0.1  site1.local.loc

127.0.0.1  site2.local.loc

127.0.0.1  blog.local.loc

I reconfigured my Apache installation and also even tried reinstalling it. But when I type local.loc, it doesn't load. 

However, when I type either of 127.0.0.1 or 'localhost', it works.",3
6158297,05/27/2011 22:31:47,298406,03/21/2010 11:15:18,585,4,"Question about reverse proxying with mod_proxy, and how to preserve the original request URL","I've configured a reverse proxy using mod_proxy (Apache2) listening on 127.0.0.1:80, that proxies all the request to 127.0.0.1:8080

So I've configured mod_proxy like:

    ProxyPreserveHost On
    ProxyRequests Off
    ProxyPass /foo http://127.0.0.1:8080
    ProxyPassReverse /foo http://127.0.0.1:8080


When I request `http://127.0.0.1/foo/bar`, the app listening on 127.0.0.1:8080 gets the following request URL from mod_proxy:

http://127.0.0.1/bar

Instead I'd like to preserve the original request, and get:

http://127.0.0.1/foo/bar

How can I do this?

",apache,reverse-proxy,mod-proxy,,,,open,0,72,14,"Question about reverse proxying with mod_proxy, and how to preserve the original request URL I've configured a reverse proxy using mod_proxy (Apache2) listening on 127.0.0.1:80, that proxies all the request to 127.0.0.1:8080

So I've configured mod_proxy like:

    ProxyPreserveHost On
    ProxyRequests Off
    ProxyPass /foo http://127.0.0.1:8080
    ProxyPassReverse /foo http://127.0.0.1:8080


When I request `http://127.0.0.1/foo/bar`, the app listening on 127.0.0.1:8080 gets the following request URL from mod_proxy:

http://127.0.0.1/bar

Instead I'd like to preserve the original request, and get:

http://127.0.0.1/foo/bar

How can I do this?

",3
4584121,01/03/2011 11:40:25,560641,01/02/2011 22:11:11,1,2,Subdomain locations on server,"I have had a look to see if this has been answered but to no avail.
Perhaps is so obvious that it doesn't need answering?

I have made a subdomains folder on my server where I want to keep all my subdomains in.
Does this folder have to be in the public_html folder or can I have this folder on the root (same level as the public_html folder)?
I know this works as I have tried it, but is this good practice?

The reason I ask is because the subdomains can be access like a subfolder

e.g. www.mywebsite.com/subdomains/aNewSubdomain

Many thanks",apache,,,,,,open,0,93,4,"Subdomain locations on server I have had a look to see if this has been answered but to no avail.
Perhaps is so obvious that it doesn't need answering?

I have made a subdomains folder on my server where I want to keep all my subdomains in.
Does this folder have to be in the public_html folder or can I have this folder on the root (same level as the public_html folder)?
I know this works as I have tried it, but is this good practice?

The reason I ask is because the subdomains can be access like a subfolder

e.g. www.mywebsite.com/subdomains/aNewSubdomain

Many thanks",1
2034060,01/09/2010 16:47:27,283696,01/09/2010 15:57:37,1,0,Apache+Tomcat6+Struts2 redirect problem,"I'm using apache on 80 port, that forwarding all requests on tomcat6 on port 8080. In my application I'm using struts2 framework. In tomcat I'm using redirect from ROOT application to my application ""MyApp"".  

When I walk on the links on my site I see good URLs like www.mysite.com/order 
 
But when struts redirects me anywhere URLs take the form like www.mysite.com:8080/MyApp/order  
  
How to make this URLs simmilar?",apache,tomcat6,struts2,redirect,,,open,0,72,3,"Apache+Tomcat6+Struts2 redirect problem I'm using apache on 80 port, that forwarding all requests on tomcat6 on port 8080. In my application I'm using struts2 framework. In tomcat I'm using redirect from ROOT application to my application ""MyApp"".  

When I walk on the links on my site I see good URLs like www.mysite.com/order 
 
But when struts redirects me anywhere URLs take the form like www.mysite.com:8080/MyApp/order  
  
How to make this URLs simmilar?",4
11273811,06/30/2012 11:44:53,1492936,06/30/2012 11:35:53,1,0,Install Apache and Apache-Tomcat in two server,"I plan to install apache and apache-tomcat in different server. apache server will process static content like html and dynamic content will be forward to tomcat server.
I already installed successfull apache and tomcat in 1 server :)
Anybody can give me a solution?
(srr my english not good ;)",apache,tomcat,integrated,,,07/02/2012 22:07:52,off topic,1,47,7,"Install Apache and Apache-Tomcat in two server I plan to install apache and apache-tomcat in different server. apache server will process static content like html and dynamic content will be forward to tomcat server.
I already installed successfull apache and tomcat in 1 server :)
Anybody can give me a solution?
(srr my english not good ;)",3
5890245,05/04/2011 21:47:30,508666,11/15/2010 19:35:13,1696,135,Apache RewriteCond,"I have the following rewritecond:

    RewriteCond %{REQUEST_FILENAME} \.(css|js)$

Which works great and takes care of requests like: 

`http://domain.com/js/script.js` and `http://domain.com/css/stylesheet.css`

However I would like to exclude if the pattern is:

`http://domain.com/projects/{varname}/{varname}/download/{varname}/{varname}.js`

or

`http://domain.com/projects/{varname}/{varname}/download/{varname}/{varname}.css`

Where `{varname}` can be anything.

Is it possible to change my RewiteCond in a way so that the downloads are excluded?",apache,mod-rewrite,,,,,open,0,50,2,"Apache RewriteCond I have the following rewritecond:

    RewriteCond %{REQUEST_FILENAME} \.(css|js)$

Which works great and takes care of requests like: 

`http://domain.com/js/script.js` and `http://domain.com/css/stylesheet.css`

However I would like to exclude if the pattern is:

`http://domain.com/projects/{varname}/{varname}/download/{varname}/{varname}.js`

or

`http://domain.com/projects/{varname}/{varname}/download/{varname}/{varname}.css`

Where `{varname}` can be anything.

Is it possible to change my RewiteCond in a way so that the downloads are excluded?",2
8598549,12/22/2011 01:42:33,1110883,12/22/2011 01:10:56,1,0,Apache Webdav and user permissions,"I have a WebDAV setup on my Linux server (Mediatemple dv 4) running through Apache (mod_dav). The webdav is working fine users can access upload, delete and download files fine. However what I want to do is only allow specific users to delete or upload files.

The way I have tried this is using basic apache authentication as below:

    <Directory /var/host/myserver/httpdocs/testdav >
    Dav On
    Allow from all
    AuthType Basic
    <Limit PUT DELETE MOVE COPY POST>
    Require user example
    </Limit>
    </Directory>

(users are setup in Plesk 10 panel)

The idea here is that all users are denied access to delete or upload except for the user example.

This sort of works in a client such as CyberDuck. Downloading files works and trying to upload/delete files returns a login failed message. I would have expected this to say permission denied or something similar.

However I am trying to use this in ReaddleDocs on the iPad. Again a user can access and download the files by Synchronising the application to the WebDAV. However if they delete a file or create new files in ReaddleDocs and try and synchronise instead of just downloading the deleted files the synchronise fails.

I have created a free account with cloudsafe which offers WebDAV and can allow a user read only access to a folder and I have tested this in the app and works as expected (user deletes local file, when synchronising the file is downloaded again), so I know this is possible.

What I need to know is if this setup is possible in Apache and how?

Any help is much appreciated!
",apache,permissions,user,webdav,,12/22/2011 20:19:25,off topic,1,282,5,"Apache Webdav and user permissions I have a WebDAV setup on my Linux server (Mediatemple dv 4) running through Apache (mod_dav). The webdav is working fine users can access upload, delete and download files fine. However what I want to do is only allow specific users to delete or upload files.

The way I have tried this is using basic apache authentication as below:

    <Directory /var/host/myserver/httpdocs/testdav >
    Dav On
    Allow from all
    AuthType Basic
    <Limit PUT DELETE MOVE COPY POST>
    Require user example
    </Limit>
    </Directory>

(users are setup in Plesk 10 panel)

The idea here is that all users are denied access to delete or upload except for the user example.

This sort of works in a client such as CyberDuck. Downloading files works and trying to upload/delete files returns a login failed message. I would have expected this to say permission denied or something similar.

However I am trying to use this in ReaddleDocs on the iPad. Again a user can access and download the files by Synchronising the application to the WebDAV. However if they delete a file or create new files in ReaddleDocs and try and synchronise instead of just downloading the deleted files the synchronise fails.

I have created a free account with cloudsafe which offers WebDAV and can allow a user read only access to a folder and I have tested this in the app and works as expected (user deletes local file, when synchronising the file is downloaded again), so I know this is possible.

What I need to know is if this setup is possible in Apache and how?

Any help is much appreciated!
",4
10526148,05/10/2012 00:51:02,1385912,05/10/2012 00:48:09,1,0,htaccess help to reset,"How can I reset the .htaccess file? It was working at first then I made a change but when I saw that the change I made wasn't working, I immediately uploaded the original file. Then my site is stuck. I always get two www in front of my file. I need help to fix this. THank you.",apache,,,,,,open,0,57,4,"htaccess help to reset How can I reset the .htaccess file? It was working at first then I made a change but when I saw that the change I made wasn't working, I immediately uploaded the original file. Then my site is stuck. I always get two www in front of my file. I need help to fix this. THank you.",1
7160871,08/23/2011 12:14:32,139566,07/16/2009 15:09:06,116,9,apache rewrite woes,"Having some problems with apache rewrite.
The whole of my site operates over SSL (online store), apart from one page (visit_us.php) with a google maps API on it (since Google charges $$$$$ for HTTPS access). With this page displaying a message every time that it included unsecure content (which sounds bad to any end-user), i implemented a simple apache rewrite rule to switch to port 80 and it works fine.

    RewriteEngine On
    
    #redirect all http traffic to https, unless visit_us.php is requested
    RewriteCond %{SERVER_PORT} 80
    RewriteCond %{REQUEST_URI} !^/visit_us\.php
    RewriteRule ^(.*)$ https://www.myurl.com/$1 [R=301,L]
    
    #redirect https traffic for visit_us.php to http
    RewriteCond %{SERVER_PORT} 443
    RewriteCond %{REQUEST_URI} ^/visit_us\.php
    RewriteRule ^(.*)$ http://www.myurl.com/$1 [R=301,L]

However, upon integrating the twitter widget (which can only operate over HTTP), i realised i would have to add the social networking page to the list that operates over port 80.
I thought this would be simple enough, adding the social.php page to the list above, as so:

    RewriteEngine On
    
    #redirect all http traffic to https, unless visit_us.php or social.php is requested
    RewriteCond %{SERVER_PORT} 80
    RewriteCond %{REQUEST_URI} !^/visit_us\.php
    RewriteCond %{REQUEST_URI} !^/social\.php
    RewriteRule ^(.*)$ https://www.myurl.com/$1 [R=301,L]
    
    #redirect https traffic for visit_us.php and social.php to http
    RewriteCond %{SERVER_PORT} 443
    RewriteCond %{REQUEST_URI} ^/visit_us\.php
    RewriteCond %{REQUEST_URI} ^/social\.php
    RewriteRule ^(.*)$ http://www.myurl.com/$1 [R=301,L]

In my site, i explicitly link to HTTP, rather than HTTPS. However, although it still works for the visit_us.php page, the social.php page seems to be ignored and requests constantly end up on port 443.
What am i doing wrong?",apache,mod-rewrite,ssl,,,08/25/2011 22:22:49,off topic,1,317,3,"apache rewrite woes Having some problems with apache rewrite.
The whole of my site operates over SSL (online store), apart from one page (visit_us.php) with a google maps API on it (since Google charges $$$$$ for HTTPS access). With this page displaying a message every time that it included unsecure content (which sounds bad to any end-user), i implemented a simple apache rewrite rule to switch to port 80 and it works fine.

    RewriteEngine On
    
    #redirect all http traffic to https, unless visit_us.php is requested
    RewriteCond %{SERVER_PORT} 80
    RewriteCond %{REQUEST_URI} !^/visit_us\.php
    RewriteRule ^(.*)$ https://www.myurl.com/$1 [R=301,L]
    
    #redirect https traffic for visit_us.php to http
    RewriteCond %{SERVER_PORT} 443
    RewriteCond %{REQUEST_URI} ^/visit_us\.php
    RewriteRule ^(.*)$ http://www.myurl.com/$1 [R=301,L]

However, upon integrating the twitter widget (which can only operate over HTTP), i realised i would have to add the social networking page to the list that operates over port 80.
I thought this would be simple enough, adding the social.php page to the list above, as so:

    RewriteEngine On
    
    #redirect all http traffic to https, unless visit_us.php or social.php is requested
    RewriteCond %{SERVER_PORT} 80
    RewriteCond %{REQUEST_URI} !^/visit_us\.php
    RewriteCond %{REQUEST_URI} !^/social\.php
    RewriteRule ^(.*)$ https://www.myurl.com/$1 [R=301,L]
    
    #redirect https traffic for visit_us.php and social.php to http
    RewriteCond %{SERVER_PORT} 443
    RewriteCond %{REQUEST_URI} ^/visit_us\.php
    RewriteCond %{REQUEST_URI} ^/social\.php
    RewriteRule ^(.*)$ http://www.myurl.com/$1 [R=301,L]

In my site, i explicitly link to HTTP, rather than HTTPS. However, although it still works for the visit_us.php page, the social.php page seems to be ignored and requests constantly end up on port 443.
What am i doing wrong?",3
10646793,05/18/2012 04:41:23,1402451,05/18/2012 04:08:25,1,0,Why does HTML5 ogg video not work on Apache?,"New to HTML..
I add a .ogg video in my page, it works if I open the html file directly, but when I try to open my page though localhost (I am using apache) it says ""video format or MIME type is not supported"".
I've already tried to add application/ogg to mime.types and modified .htaccess file according to some suggestions. But it still not work!
Can anybody tell me how to fix this problem?
Thanks a lot!",apache,html5,video,mime,ogg,05/22/2012 14:52:51,off topic,1,73,9,"Why does HTML5 ogg video not work on Apache? New to HTML..
I add a .ogg video in my page, it works if I open the html file directly, but when I try to open my page though localhost (I am using apache) it says ""video format or MIME type is not supported"".
I've already tried to add application/ogg to mime.types and modified .htaccess file according to some suggestions. But it still not work!
Can anybody tell me how to fix this problem?
Thanks a lot!",5
9434709,02/24/2012 16:50:45,1123924,12/31/2011 03:55:47,32,0,installing Moodle on Ubuntu,"I have installed Moodle on Ubuntu 11.10 from Synaptic Package manager, and had set the moodle site URL to http://localhost/moodle when prompted.

I have an Apache server running on my computer, and I use PhpMyAdmin to do most of the database management work.

However, after Moodle has installed I cannot find the Moodle folder in the web root folder of my server which is `/var/www/`

Hence I have no idea what to do with Moodle, now that I've installed it.

Please help.",apache,ubuntu,lamp,moodle,,02/24/2012 17:03:45,off topic,1,78,4,"installing Moodle on Ubuntu I have installed Moodle on Ubuntu 11.10 from Synaptic Package manager, and had set the moodle site URL to http://localhost/moodle when prompted.

I have an Apache server running on my computer, and I use PhpMyAdmin to do most of the database management work.

However, after Moodle has installed I cannot find the Moodle folder in the web root folder of my server which is `/var/www/`

Hence I have no idea what to do with Moodle, now that I've installed it.

Please help.",4
